Transport Name,Customer Name,Shipping Point,Shipment Number,Ship To Address,Truck Plate,Product Name,Logon Number,Driver Name,First Weighing date,Dispatch Date1,Arrival Date And Time,Night Driving,Ring,Region,Customer Type,Quantity,Safety Violation,Dispatch Date,Truck Plate,OTD (IN %)
JOZA GLOBAL LOGISTIC LTD,UBOTEX NIG. LTD.,UYO DEPOT,33613003324,"ETE JUNCTION, IKOT ABASI",AGL485XZ,CEM II /B-L 32.5R - CLASSIC-50KG BAG K2,69085960,0,8/27/2020 15:58,8/27/2020 15:58,8/27/2020 20:17,YES,Ring 1,East,Trade,20,NO VIOLATION,8/27/2020,AGL485XZ,18.03%
JOZA GLOBAL LOGISTIC LTD,K.E.O MERCHANDISING COMPANY,UYO DEPOT,33613003355,56 RCC ROAD EKET,AGL485XZ,CEM II /B-L 32.5R - CLASSIC-50KG BAG K2,68787770,0,8/29/2020 14:06,8/29/2020 14:06,8/30/2020 8:16,NO,Ring 1,East,Trade,20.1,VIOLATED,8/29/2020,AGL485XZ,75.76%
JOZA GLOBAL LOGISTIC LTD,UBOTEX NIG. LTD.,UYO DEPOT,33613003382,"ETE JUNCTION, IKOT ABASI",AGL485XZ,CEM II /B-L 32.5R - CLASSIC-50KG BAG K2,69085692,0,9/1/2020 10:48,9/1/2020 10:48,9/1/2020 13:20,NO,Ring 1,East,Trade,20,VIOLATED,9/1/2020,AGL485XZ,10.56%
JOZA GLOBAL LOGISTIC LTD,K.E.O MERCHANDISING COMPANY,UYO DEPOT,33613003425,56 RCC ROAD EKET,AGL485XZ,CEM II /B-L 32.5R - CLASSIC-50KG BAG K2,69141469,0,9/4/2020 13:10,9/4/2020 13:10,9/4/2020 18:17,NO,Ring 1,East,Trade,20.1,VIOLATED,9/4/2020,AGL485XZ,21.32%
JOZA GLOBAL LOGISTIC LTD,UBOTEX NIG. LTD.,UYO DEPOT,33613003475,"ETE JUNCTION, IKOT ABASI",AGL485XZ,CEM II /B-L 32.5R - CLASSIC-50KG BAG K2,69085949,0,9/8/2020 16:15,9/8/2020 16:15,9/8/2020 18:08,NO,Ring 1,East,Trade,20,VIOLATED,9/8/2020,AGL485XZ,7.89%
JOZA GLOBAL LOGISTIC LTD,TAMARK NIG. LTD,UYO DEPOT,33613003502,NAVAL CHECKPOINT,AGL485XZ,CEM II /B-L 32.5R - CLASSIC-50KG BAG K2,69171909,0,9/10/2020 10:29,9/10/2020 10:29,9/10/2020 12:02,NO,Ring 1,East,Trade,20.1,VIOLATED,9/10/2020,AGL485XZ,6.46%
JOZA GLOBAL LOGISTIC LTD,UBOTEX NIG. LTD.,UYO DEPOT,33613003561,"ETE JUNCTION, IKOT ABASI",AGL485XZ,CEM II /B-L 32.5R - CLASSIC-50KG BAG K2,69198875,0,9/15/2020 8:49,9/15/2020 8:49,9/15/2020 9:22,NO,Ring 1,East,Trade,20.1,VIOLATED,9/15/2020,AGL485XZ,2.34%
JOZA GLOBAL LOGISTIC LTD,TAMARK NIG. LTD,UYO DEPOT,33613003608,NAVAL CHECKPOINT,AGL485XZ,CEM II /B-L 32.5R - CLASSIC-50KG BAG K2,69180463,0,9/17/2020 16:35,9/17/2020 16:35,9/18/2020 7:35,NO,Ring 1,East,Trade,20.1,VIOLATED,9/17/2020,AGL485XZ,62.52%
JOZA GLOBAL LOGISTIC LTD,TAMARK NIG. LTD,UYO DEPOT,33613003629,NAVAL CHECKPOINT,AGL485XZ,CEM II /B-L 32.5R - CLASSIC-50KG BAG K2,69180485,0,9/19/2020 13:26,9/19/2020 13:26,9/19/2020 18:02,NO,Ring 1,East,Trade,20.1,VIOLATED,9/19/2020,AGL485XZ,19.22%
JOZA GLOBAL LOGISTIC LTD,TAMARK NIG. LTD,UYO DEPOT,33613003803,NAVAL CHECKPOINT,AGL485XZ,CEM II /B-L 32.5R - CLASSIC-50KG BAG K2,69456875,0,11/2/2020 13:18,11/2/2020 13:18,11/2/2020 13:46,NO,Ring 1,East,Trade,20,VIOLATED,11/2/2020,AGL485XZ,1.97%
JOZA GLOBAL LOGISTIC LTD,TAMARK NIG. LTD,UYO DEPOT,33613003821,NAVAL CHECKPOINT,AGL485XZ,CEM II /B-L 32.5R - CLASSIC-50KG BAG K2,69541500,0,11/3/2020 15:08,11/3/2020 15:08,11/3/2020 17:44,NO,Ring 1,East,Trade,20,VIOLATED,11/3/2020,AGL485XZ,10.88%
JOZA GLOBAL LOGISTIC LTD,TAMARK NIG. LTD,UYO DEPOT,33613003852,NAVAL CHECKPOINT,AGL485XZ,CEM II /A-L 42.5N - SUPASET-50KG BAG K2,69541494,0,11/6/2020 14:47,11/6/2020 14:47,11/6/2020 16:11,NO,Ring 1,East,Trade,20,VIOLATED,11/6/2020,AGL485XZ,5.86%
JOZA GLOBAL LOGISTIC LTD,TAMARK NIG. LTD,UYO DEPOT,33613003880,NAVAL CHECKPOINT,AGL485XZ,CEM II /B-L 32.5R - CLASSIC-50KG BAG K2,69425042,0,11/9/2020 16:51,11/9/2020 16:51,11/10/2020 10:52,NO,Ring 1,East,Trade,20,VIOLATED,11/9/2020,AGL485XZ,75.13%
JOZA GLOBAL LOGISTIC LTD,UBOTEX NIG. LTD.,UYO DEPOT,33613003907,"ETE JUNCTION, IKOT ABASI",AGL485XZ,CEM II /B-L 32.5R - CLASSIC-50KG BAG K2,69561994,0,11/11/2020 14:19,11/11/2020 14:19,11/11/2020 15:28,NO,Ring 1,East,Trade,20,VIOLATED,11/11/2020,AGL485XZ,4.85%
JOZA GLOBAL LOGISTIC LTD,K.E.O MERCHANDISING COMPANY,UYO DEPOT,33613003944,56 RCC ROAD EKET,AGL485XZ,CEM II /B-L 32.5R - CLASSIC-50KG BAG K2,69571318,0,11/12/2020 18:19,11/12/2020 18:19,11/13/2020 6:54,NO,Ring 1,East,Trade,20,VIOLATED,11/12/2020,AGL485XZ,52.48%
JOZA GLOBAL LOGISTIC LTD,UBOTEX NIG. LTD.,UYO DEPOT,33613003974,"ETE JUNCTION, IKOT ABASI",AGL485XZ,CEM II /B-L 32.5R - CLASSIC-50KG BAG K2,69565454,0,11/17/2020 10:24,11/17/2020 10:24,11/17/2020 12:28,NO,Ring 1,East,Trade,20,VIOLATED,11/17/2020,AGL485XZ,8.66%
JOZA GLOBAL LOGISTIC LTD,BUILDTEX VENTURES,UYO DEPOT,33613004022,"3 MKPAT ENIN ROAD,IKOT AKPADEN JCTN (UYO)",AGL485XZ,CEM II /B-L 32.5R - CLASSIC-50KG BAG K2,69655838,0,12/2/2020 14:10,12/2/2020 14:10,12/2/2020 17:11,NO,Ring 1,East,Trade,20,VIOLATED,12/2/2020,AGL485XZ,12.58%
JOZA GLOBAL LOGISTIC LTD,JANNY & SONS VENTURES LIMITED,ENUGU DEPOT,33512005989,UMUNZE BUILDING MATERIALS MARKET (UMUNZE),AGL486XZ,CEM II /A-L 42.5N - SUPASET-50KG BAG K2,67887836,0,2/19/2020 15:42,2/19/2020 15:42,2/19/2020 19:00,YES,Ring 1,East,Trade,20,NO VIOLATION,2/19/2020,AGL486XZ,13.81%
JOZA GLOBAL LOGISTIC LTD,OBI LINKS ENTERPRISE,ENUGU DEPOT,33512006126,12 UNIVERSITY MARKET ROAD,AGL486XZ,CEM II /B-L 32.5R - CLASSIC-50KG BAG K2,67956501,0,2/24/2020 16:52,2/24/2020 16:52,2/26/2020 6:40,NO,Ring 1,East,Trade,20,VIOLATED,2/24/2020,AGL486XZ,157.50%
JOZA GLOBAL LOGISTIC LTD,CHY-KENS & SONS VENTURES LTD,ENUGU DEPOT,33512006140,ABAGANA TIMBER SHED,AGL486XZ,CEM II /A-L 42.5N - SUPASET-50KG BAG K2,67948806,0,2/25/2020 10:52,2/25/2020 10:52,2/26/2020 6:40,YES,Ring 1,East,Trade,20,NO VIOLATION,2/25/2020,AGL486XZ,82.50%
JOZA GLOBAL LOGISTIC LTD,B C NWABUOBI ENT,ENUGU DEPOT,33512006707,"ADANI TOWN,UZO-UWANI L.G.A",AGL486XZ,CEM II /A-L 42.5N - SUPASET-50KG BAG K2,68029906,0,3/11/2020 12:25,3/11/2020 12:25,3/12/2020 12:13,YES,Ring 1,East,Trade,20,NO VIOLATION,3/11/2020,AGL486XZ,99.17%
JOZA GLOBAL LOGISTIC LTD,B C NWABUOBI ENT,ENUGU DEPOT,33512006545,"ADANI TOWN,UZO-UWANI L.G.A",AGL486XZ,CEM II /B-L 32.5R - CLASSIC-50KG BAG K2,68029682,0,3/6/2020 15:06,3/6/2020 15:06,3/7/2020 14:45,YES,Ring 1,East,Trade,20,NO VIOLATION,3/6/2020,AGL486XZ,98.54%
JOZA GLOBAL LOGISTIC LTD,B C NWABUOBI ENT,ENUGU DEPOT,33512006471,"ADANI TOWN,UZO-UWANI L.G.A",AGL486XZ,CEM II /B-L 32.5R - CLASSIC-50KG BAG K2,68029677,0,3/5/2020 11:37,3/5/2020 11:37,3/6/2020 9:40,YES,Ring 1,East,Trade,20,NO VIOLATION,3/5/2020,AGL486XZ,91.88%
JOZA GLOBAL LOGISTIC LTD,CHY-KENS & SONS VENTURES LTD,ENUGU DEPOT,33512006420,ABAGANA TIMBER SHED,AGL486XZ,CEM II /B-L 32.5R - CLASSIC-50KG BAG K2,68023809,0,3/4/2020 11:22,3/4/2020 11:22,3/5/2020 6:30,YES,Ring 1,East,Trade,20,NO VIOLATION,3/4/2020,AGL486XZ,79.72%
JOZA GLOBAL LOGISTIC LTD,CHY-KENS & SONS VENTURES LTD,ENUGU DEPOT,33512006364,ABAGANA TIMBER SHED,AGL486XZ,CEM II /B-L 32.5R - CLASSIC-50KG BAG K2,67996403,0,3/2/2020 15:02,3/2/2020 15:02,3/3/2020 8:07,YES,Ring 1,East,Trade,20,NO VIOLATION,3/2/2020,AGL486XZ,71.18%
JOZA GLOBAL LOGISTIC LTD,U. MEKASON TRADING STORES,ENUGU DEPOT,33512006876,56 KENYATTA MARKET Enugu,AGL486XZ,CEM II /B-L 32.5R - CLASSIC-50KG BAG K2,68104645,0,3/17/2020 12:31,3/17/2020 12:31,3/18/2020 16:44,NO,Ring 1,East,Trade,20,VIOLATED,3/17/2020,AGL486XZ,117.62%
JOZA GLOBAL LOGISTIC LTD,U. MEKASON TRADING STORES,ENUGU DEPOT,33512007089,56 KENYATTA MARKET Enugu,AGL486XZ,CEM II /B-L 32.5R - CLASSIC-50KG BAG K2,68149983,0,3/20/2020 12:23,3/20/2020 12:23,3/20/2020 15:58,YES,Ring 1,East,Trade,20,NO VIOLATION,3/20/2020,AGL486XZ,14.93%
JOZA GLOBAL LOGISTIC LTD,B C NWABUOBI ENT,ENUGU DEPOT,33512008451,"ADANI TOWN,UZO-UWANI L.G.A",AGL486XZ,CEM II /A-L 42.5N - SUPASET-50KG BAG K2,68245589,0,4/25/2020 15:47,4/25/2020 15:47,4/28/2020 17:23,NO,Ring 1,East,Trade,20,VIOLATED,4/25/2020,AGL486XZ,306.67%
JOZA GLOBAL LOGISTIC LTD,B C NWABUOBI ENT,ENUGU DEPOT,33512008547,"ADANI TOWN,UZO-UWANI L.G.A",AGL486XZ,CEM II /A-L 42.5N - SUPASET-50KG BAG K2,68307850,0,4/28/2020 16:15,4/28/2020 16:15,4/28/2020 17:23,NO,Ring 1,East,Trade,20,NO VIOLATION,4/28/2020,AGL486XZ,4.72%
JOZA GLOBAL LOGISTIC LTD,B C NWABUOBI ENT,ENUGU DEPOT,33512008754,"ADANI TOWN,UZO-UWANI L.G.A",AGL486XZ,CEM II /B-L 32.5R - CLASSIC-50KG BAG K2,68337710,0,5/6/2020 11:31,5/6/2020 11:31,5/7/2020 6:32,NO,Ring 1,East,Trade,20,NO VIOLATION,5/6/2020,AGL486XZ,79.24%
JOZA GLOBAL LOGISTIC LTD,B C NWABUOBI ENT,ENUGU DEPOT,33512008841,"ADANI TOWN,UZO-UWANI L.G.A",AGL486XZ,CEM II /B-L 32.5R - CLASSIC-50KG BAG K2,68348581,0,5/8/2020 11:09,5/8/2020 11:09,5/8/2020 16:13,NO,Ring 1,East,Trade,20,NO VIOLATION,5/8/2020,AGL486XZ,21.11%
JOZA GLOBAL LOGISTIC LTD,B C NWABUOBI ENT,ENUGU DEPOT,33512008910,"ADANI TOWN,UZO-UWANI L.G.A",AGL486XZ,CEM II /A-L 42.5N - SUPASET-50KG BAG K2,68354954,0,5/11/2020 10:17,5/11/2020 10:17,5/11/2020 14:34,NO,Ring 1,East,Trade,20,NO VIOLATION,5/11/2020,AGL486XZ,17.85%
JOZA GLOBAL LOGISTIC LTD,B C NWABUOBI ENT,ENUGU DEPOT,33512009001,"ADANI TOWN,UZO-UWANI L.G.A",AGL486XZ,CEM II /A-L 42.5N - SUPASET-50KG BAG K2,68354957,0,5/13/2020 10:23,5/13/2020 10:23,5/13/2020 16:14,NO,Ring 1,East,Trade,20,NO VIOLATION,5/13/2020,AGL486XZ,24.38%
JOZA GLOBAL LOGISTIC LTD,HENRULE CONCEPT ENTERPRISES,ENUGU DEPOT,33512009049,OBA OKIGWE EXPRESS WAY KM 1 (OKIGWE),AGL486XZ,CEM II /A-L 42.5N - SUPASET-50KG BAG K2,68380802,0,5/14/2020 16:05,5/14/2020 16:05,5/15/2020 10:59,NO,Ring 1,East,Trade,20,NO VIOLATION,5/14/2020,AGL486XZ,78.76%
JOZA GLOBAL LOGISTIC LTD,GASK-CHIDA AND SONS LTD,ENUGU DEPOT,33512009153,5 TRINITY LINE (NSUKKA),AGL486XZ,CEM II /B-L 32.5R - CLASSIC-50KG BAG K2,68382160,0,5/16/2020 16:47,5/16/2020 16:47,5/16/2020 22:35,YES,Ring 1,East,Trade,20,NO VIOLATION,5/16/2020,AGL486XZ,24.17%
JOZA GLOBAL LOGISTIC LTD,B C NWABUOBI ENT,ENUGU DEPOT,33512009219,"ADANI TOWN,UZO-UWANI L.G.A",AGL486XZ,CEM II /A-L 42.5N - SUPASET-50KG BAG K2,68388840,0,5/19/2020 14:49,5/19/2020 14:49,5/19/2020 19:35,YES,Ring 1,East,Trade,20,NO VIOLATION,5/19/2020,AGL486XZ,19.86%
JOZA GLOBAL LOGISTIC LTD,B C NWABUOBI ENT,ENUGU DEPOT,33512009232,"ADANI TOWN,UZO-UWANI L.G.A",AGL486XZ,CEM II /B-L 32.5R - CLASSIC-50KG BAG K2,68378861,0,5/19/2020 16:23,5/19/2020 16:23,5/19/2020 19:35,YES,Ring 1,East,Trade,20,NO VIOLATION,5/19/2020,AGL486XZ,13.33%
JOZA GLOBAL LOGISTIC LTD,U. MEKASON TRADING STORES,ENUGU DEPOT,33512009343,56 KENYATTA MARKET Enugu,AGL486XZ,CEM II /A-L 42.5N - SUPASET-50KG BAG K2,68416767,0,5/22/2020 12:59,5/22/2020 12:59,5/22/2020 15:19,NO,Ring 1,East,Trade,20,NO VIOLATION,5/22/2020,AGL486XZ,9.72%
JOZA GLOBAL LOGISTIC LTD,AWARD COMMUNICATION & LINK,ENUGU DEPOT,33512007561,"OPPOSITE NEW IKWO ROAD JUNCTION, AB",AGL486XZ,CEM II /A-L 42.5N - SUPASET-50KG BAG K2,68216209,0,4/1/2020 17:44,4/1/2020 17:44,4/2/2020 11:19,NO,Ring 1,East,Trade,20,NO VIOLATION,4/1/2020,AGL486XZ,73.31%
JOZA GLOBAL LOGISTIC LTD,U. MEKASON TRADING STORES,ENUGU DEPOT,33512007708,56 KENYATTA MARKET Enugu,AGL486XZ,CEM II /B-L 32.5R - CLASSIC-50KG BAG K2,68232125,0,4/7/2020 15:39,4/7/2020 15:39,4/8/2020 7:02,NO,Ring 1,East,Trade,20,NO VIOLATION,4/7/2020,AGL486XZ,64.16%
JOZA GLOBAL LOGISTIC LTD,U. MEKASON TRADING STORES,ENUGU DEPOT,33512007736,56 KENYATTA MARKET Enugu,AGL486XZ,CEM II /A-L 42.5N - SUPASET-50KG BAG K2,68237727,0,4/9/2020 8:27,4/9/2020 8:27,4/10/2020 7:19,NO,Ring 1,East,Trade,20,NO VIOLATION,4/9/2020,AGL486XZ,95.31%
JOZA GLOBAL LOGISTIC LTD,B C NWABUOBI ENT,ENUGU DEPOT,33512007798,"ADANI TOWN,UZO-UWANI L.G.A",AGL486XZ,CEM II /A-L 42.5N - SUPASET-50KG BAG K2,68260117,0,4/15/2020 12:57,4/15/2020 12:57,4/15/2020 17:24,NO,Ring 1,East,Trade,20,NO VIOLATION,4/15/2020,AGL486XZ,18.57%
JOZA GLOBAL LOGISTIC LTD,U. MEKASON TRADING STORES,ENUGU DEPOT,33512007811,56 KENYATTA MARKET Enugu,AGL486XZ,CEM II /A-L 42.5N - SUPASET-50KG BAG K2,68260745,0,4/15/2020 13:21,4/15/2020 13:21,4/16/2020 6:22,NO,Ring 1,East,Trade,20,NO VIOLATION,4/15/2020,AGL486XZ,70.95%
JOZA GLOBAL LOGISTIC LTD,GRACEMEKUS ENTERPRISE,ENUGU DEPOT,33512007844,NO 22 IWEKA ROAD,AGL486XZ,CEM II /B-L 32.5R - CLASSIC-50KG BAG K2,68224927,0,4/16/2020 9:39,4/16/2020 9:39,4/16/2020 15:35,NO,Ring 1,East,Trade,20,NO VIOLATION,4/16/2020,AGL486XZ,24.73%
JOZA GLOBAL LOGISTIC LTD,U. MEKASON TRADING STORES,ENUGU DEPOT,33512008165,56 KENYATTA MARKET Enugu,AGL486XZ,CEM II /B-L 32.5R - CLASSIC-50KG BAG K2,68269902,0,4/18/2020 14:58,4/18/2020 14:58,4/18/2020 19:41,YES,Ring 1,East,Trade,20,NO VIOLATION,4/18/2020,AGL486XZ,19.66%
JOZA GLOBAL LOGISTIC LTD,JANNY & SONS VENTURES LIMITED,ENUGU DEPOT,33512007966,400 ZIK AVENUE ROAD AWKA,AGL486XZ,CEM II /A-L 42.5N - SUPASET-50KG BAG K2,68232613,0,4/16/2020 18:50,4/16/2020 18:50,4/17/2020 10:49,NO,Ring 1,East,Trade,20,NO VIOLATION,4/16/2020,AGL486XZ,66.61%
JOZA GLOBAL LOGISTIC LTD,JANNY & SONS VENTURES LIMITED,ENUGU DEPOT,33512007889,400 ZIK AVENUE ROAD AWKA,AGL486XZ,CEM II /A-L 42.5N - SUPASET-50KG BAG K2,68244319,0,4/16/2020 11:38,4/16/2020 11:38,4/17/2020 6:10,NO,Ring 1,East,Trade,20,NO VIOLATION,4/16/2020,AGL486XZ,77.24%
JOZA GLOBAL LOGISTIC LTD,B C NWABUOBI ENT,ENUGU DEPOT,33512007991,"ADANI TOWN,UZO-UWANI L.G.A",AGL486XZ,CEM II /B-L 32.5R - CLASSIC-50KG BAG K2,68240088,0,4/17/2020 8:10,4/17/2020 8:10,4/18/2020 17:07,NO,Ring 1,East,Trade,20,VIOLATED,4/17/2020,AGL486XZ,137.30%
JOZA GLOBAL LOGISTIC LTD,B C NWABUOBI ENT,ENUGU DEPOT,33512007986,"ADANI TOWN,UZO-UWANI L.G.A",AGL486XZ,CEM II /A-L 42.5N - SUPASET-50KG BAG K2,68237765,0,4/17/2020 8:04,4/17/2020 8:04,4/17/2020 12:17,NO,Ring 1,East,Trade,20,NO VIOLATION,4/17/2020,AGL486XZ,17.58%
JOZA GLOBAL LOGISTIC LTD,U. MEKASON TRADING STORES,ENUGU DEPOT,33512008244,56 KENYATTA MARKET Enugu,AGL486XZ,CEM II /A-L 42.5N - SUPASET-50KG BAG K2,68281132,0,4/20/2020 14:33,4/20/2020 14:33,4/20/2020 17:30,NO,Ring 1,East,Trade,20,NO VIOLATION,4/20/2020,AGL486XZ,12.30%
JOZA GLOBAL LOGISTIC LTD,U. MEKASON TRADING STORES,ENUGU DEPOT,33512008287,56 KENYATTA MARKET Enugu,AGL486XZ,CEM II /B-L 32.5R - CLASSIC-50KG BAG K2,68282879,0,4/21/2020 12:17,4/21/2020 12:17,4/21/2020 15:40,NO,Ring 1,East,Trade,20,NO VIOLATION,4/21/2020,AGL486XZ,14.10%
JOZA GLOBAL LOGISTIC LTD,U. MEKASON TRADING STORES,ENUGU DEPOT,33512008390,56 KENYATTA MARKET Enugu,AGL486XZ,CEM II /A-L 42.5N - SUPASET-50KG BAG K2,68292102,0,4/23/2020 14:51,4/23/2020 14:51,4/23/2020 16:07,NO,Ring 1,East,Trade,20,NO VIOLATION,4/23/2020,AGL486XZ,5.28%
JOZA GLOBAL LOGISTIC LTD,B C NWABUOBI ENT,ENUGU DEPOT,33512008416,"ADANI TOWN,UZO-UWANI L.G.A",AGL486XZ,CEM II /A-L 42.5N - SUPASET-50KG BAG K2,68289858,0,4/24/2020 11:48,4/24/2020 11:48,4/24/2020 16:50,NO,Ring 1,East,Trade,20,NO VIOLATION,4/24/2020,AGL486XZ,20.97%
JOZA GLOBAL LOGISTIC LTD,U. MEKASON TRADING STORES,ENUGU DEPOT,33512009283,56 KENYATTA MARKET Enugu,AGL486XZ,CEM II /A-L 42.5N - SUPASET-50KG BAG K2,68408247,0,5/21/2020 13:45,5/21/2020 13:45,5/21/2020 15:19,NO,Ring 1,East,Trade,20,NO VIOLATION,5/21/2020,AGL486XZ,6.53%
JOZA GLOBAL LOGISTIC LTD,GASK-CHIDA AND SONS LTD,ENUGU DEPOT,33512009310,5 TRINITY LINE (NSUKKA),AGL486XZ,CEM II /B-L 32.5R - CLASSIC-50KG BAG K2,68382155,0,5/21/2020 15:11,5/21/2020 15:11,5/21/2020 17:20,NO,Ring 1,East,Trade,20,NO VIOLATION,5/21/2020,AGL486XZ,8.96%
JOZA GLOBAL LOGISTIC LTD,U. MEKASON TRADING STORES,ENUGU DEPOT,33512009357,56 KENYATTA MARKET Enugu,AGL486XZ,CEM II /B-L 32.5R - CLASSIC-50KG BAG K2,68423177,0,5/22/2020 16:56,5/22/2020 16:56,5/22/2020 17:29,NO,Ring 1,East,Trade,20,NO VIOLATION,5/22/2020,AGL486XZ,2.29%
JOZA GLOBAL LOGISTIC LTD,U. MEKASON TRADING STORES,ENUGU DEPOT,33512009392,56 KENYATTA MARKET Enugu,AGL486XZ,CEM II /A-L 42.5N - SUPASET-50KG BAG K2,68423189,0,5/24/2020 12:50,5/24/2020 12:50,5/26/2020 7:25,NO,Ring 1,East,Trade,20,VIOLATED,5/24/2020,AGL486XZ,177.44%
JOZA GLOBAL LOGISTIC LTD,U. MEKASON TRADING STORES,ENUGU DEPOT,33512009440,56 KENYATTA MARKET Enugu,AGL486XZ,CEM II /B-L 32.5R - CLASSIC-50KG BAG K2,68423172,0,5/27/2020 12:12,5/27/2020 12:12,5/27/2020 17:23,NO,Ring 1,East,Trade,20,NO VIOLATION,5/27/2020,AGL486XZ,21.60%
JOZA GLOBAL LOGISTIC LTD,GASK-CHIDA AND SONS LTD,ENUGU DEPOT,33512009489,5 TRINITY LINE (NSUKKA),AGL486XZ,CEM II /B-L 32.5R - CLASSIC-50KG BAG K2,68443728,0,5/29/2020 14:17,5/29/2020 14:17,5/30/2020 10:12,NO,Ring 1,East,Trade,20,NO VIOLATION,5/29/2020,AGL486XZ,82.99%
JOZA GLOBAL LOGISTIC LTD,B C NWABUOBI ENT,ENUGU DEPOT,33512009523,"ADANI TOWN,UZO-UWANI L.G.A",AGL486XZ,CEM II /B-L 32.5R - CLASSIC-50KG BAG K2,68388863,0,5/30/2020 15:12,5/30/2020 15:12,5/31/2020 6:54,NO,Ring 1,East,Trade,20,VIOLATED,5/30/2020,AGL486XZ,65.42%
JOZA GLOBAL LOGISTIC LTD,GRACEMEKUS ENTERPRISE,ENUGU DEPOT,33512009592,NO 22 IWEKA ROAD,AGL486XZ,CEM II /B-L 32.5R - CLASSIC-50KG BAG K2,68428563,0,6/1/2020 12:58,6/1/2020 12:58,6/2/2020 7:34,NO,Ring 1,East,Trade,20,VIOLATED,6/1/2020,AGL486XZ,77.50%
JOZA GLOBAL LOGISTIC LTD,GRACEMEKUS ENTERPRISE,ENUGU DEPOT,33512009632,NO 22 IWEKA ROAD,AGL486XZ,CEM II /A-L 42.5N - SUPASET-50KG BAG K2,68475429,0,6/2/2020 16:56,6/2/2020 16:56,6/3/2020 7:21,NO,Ring 1,East,Trade,20,VIOLATED,6/2/2020,AGL486XZ,60.07%
JOZA GLOBAL LOGISTIC LTD,B C NWABUOBI ENT,ENUGU DEPOT,33512009677,"ADANI TOWN,UZO-UWANI L.G.A",AGL486XZ,CEM II /B-L 32.5R - CLASSIC-50KG BAG K2,68432530,0,6/3/2020 17:06,6/3/2020 17:06,6/3/2020 19:51,YES,Ring 1,East,Trade,20,NO VIOLATION,6/3/2020,AGL486XZ,11.46%
JOZA GLOBAL LOGISTIC LTD,GRACEMEKUS ENTERPRISE,ENUGU DEPOT,33512009716,NO 22 IWEKA ROAD,AGL486XZ,CEM II /A-L 42.5N - SUPASET-50KG BAG K2,68475431,0,6/4/2020 15:09,6/4/2020 15:09,6/5/2020 7:06,NO,Ring 1,East,Trade,20,VIOLATED,6/4/2020,AGL486XZ,66.46%
JOZA GLOBAL LOGISTIC LTD,GRACEMEKUS ENTERPRISE,ENUGU DEPOT,33512009748,# 10 NNOBI-NNEWI ROAD,AGL486XZ,CEM II /A-L 42.5N - SUPASET-50KG BAG K2,68479317,0,6/5/2020 13:13,6/5/2020 13:13,6/6/2020 7:08,NO,Ring 1,East,Trade,20,VIOLATED,6/5/2020,AGL486XZ,74.65%
JOZA GLOBAL LOGISTIC LTD,GRACEMEKUS ENTERPRISE,ENUGU DEPOT,33512009807,NO 22 IWEKA ROAD,AGL486XZ,CEM II /B-L 32.5R - CLASSIC-50KG BAG K2,68428579,0,6/6/2020 13:15,6/6/2020 13:15,6/7/2020 8:30,NO,Ring 1,East,Trade,20,VIOLATED,6/6/2020,AGL486XZ,80.24%
JOZA GLOBAL LOGISTIC LTD,B C NWABUOBI ENT,ENUGU DEPOT,33512009883,"ADANI TOWN,UZO-UWANI L.G.A",AGL486XZ,CEM II /A-L 42.5N - SUPASET-50KG BAG K2,68510919,0,6/8/2020 13:53,6/8/2020 13:53,6/9/2020 8:02,NO,Ring 1,East,Trade,20,VIOLATED,6/8/2020,AGL486XZ,75.62%
JOZA GLOBAL LOGISTIC LTD,U. MEKASON TRADING STORES,ENUGU DEPOT,33512009967,56 KENYATTA MARKET Enugu,AGL486XZ,CEM II /B-L 32.5R - CLASSIC-50KG BAG K2,68486417,0,6/10/2020 13:12,6/10/2020 13:12,6/10/2020 18:35,NO,Ring 1,East,Trade,20,VIOLATED,6/10/2020,AGL486XZ,22.43%
JOZA GLOBAL LOGISTIC LTD,GRACEMEKUS ENTERPRISE,ENUGU DEPOT,33512010051,# 10 NNOBI-NNEWI ROAD,AGL486XZ,CEM II /A-L 42.5N - SUPASET-50KG BAG K2,68530751,0,6/11/2020 17:01,6/11/2020 17:01,6/12/2020 12:09,NO,Ring 1,East,Trade,20,VIOLATED,6/11/2020,AGL486XZ,79.72%
JOZA GLOBAL LOGISTIC LTD,B C NWABUOBI ENT,ENUGU DEPOT,33512010143,"ADANI TOWN,UZO-UWANI L.G.A",AGL486XZ,CEM II /A-L 42.5N - SUPASET-50KG BAG K2,68555152,0,6/13/2020 14:32,6/13/2020 14:32,6/13/2020 19:34,YES,Ring 1,East,Trade,20,NO VIOLATION,6/13/2020,AGL486XZ,20.97%
JOZA GLOBAL LOGISTIC LTD,GRACEMEKUS ENTERPRISE,ENUGU DEPOT,33512010169,# 10 NNOBI-NNEWI ROAD,AGL486XZ,CEM II /A-L 42.5N - SUPASET-50KG BAG K2,68530747,0,6/14/2020 10:01,6/14/2020 10:01,6/15/2020 6:19,NO,Ring 1,East,Trade,20,VIOLATED,6/14/2020,AGL486XZ,84.58%
