ID,Marital Status,Gender,Income,Children,Education,Occupation,Home Owner,Cars,Commute Distance,Region,Age,Purchased Bike
21094,S,F,30000,2,Partial College,Clerical,Yes,2,0-1 Miles,Europe,42,No
21108,M,F,40000,1,Bachelors,Skilled Manual,Yes,1,0-1 Miles,Europe,43,Yes
21184,S,M,70000,0,Bachelors,Professional,No,1,5-10 Miles,Pacific,38,No
21207,M,M,60000,1,Partial College,Skilled Manual,Yes,1,5-10 Miles,Pacific,46,No
21213,S,M,70000,0,Bachelors,Professional,No,1,5-10 Miles,Pacific,41,No
21266,S,F,80000,0,Bachelors,Management,Yes,1,1-2 Miles,North America,34,Yes
21365,M,F,10000,2,Partial High School,Clerical,Yes,2,5-10 Miles,Pacific,58,No
21375,S,M,20000,2,Partial High School,Clerical,Yes,2,5-10 Miles,Pacific,57,No
21417,S,F,60000,0,Partial College,Professional,No,2,1-2 Miles,North America,32,Yes
21554,S,F,80000,0,Bachelors,Professional,No,3,10+ Miles,Pacific,33,No
21560,M,M,120000,0,Partial High School,Professional,Yes,4,10+ Miles,Pacific,32,Yes
21561,S,M,90000,0,Bachelors,Professional,No,3,10+ Miles,Pacific,34,Yes
21564,S,F,80000,0,Bachelors,Professional,Yes,4,10+ Miles,Pacific,35,No
21583,M,F,50000,1,Bachelors,Skilled Manual,Yes,0,0-1 Miles,North America,34,Yes
21587,M,F,60000,1,Graduate Degree,Skilled Manual,Yes,0,2-5 Miles,North America,34,Yes
21599,M,F,60000,1,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,36,Yes
21613,S,M,50000,2,Bachelors,Skilled Manual,No,1,0-1 Miles,North America,39,Yes
21660,M,F,60000,3,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,43,Yes
21695,M,M,60000,0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,39,Yes
21738,M,M,20000,1,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,43,No
21741,M,F,70000,3,Partial College,Professional,Yes,2,5-10 Miles,North America,50,Yes
21891,M,F,110000,0,High School,Management,Yes,3,10+ Miles,Pacific,34,Yes
21940,M,M,90000,5,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,47,Yes
21974,S,F,70000,0,Bachelors,Professional,Yes,1,5-10 Miles,Pacific,42,Yes
22005,M,F,70000,5,Partial College,Skilled Manual,No,3,5-10 Miles,Pacific,46,No
22006,M,M,70000,5,Partial College,Skilled Manual,Yes,3,5-10 Miles,Pacific,46,No
22042,M,F,70000,0,Partial College,Skilled Manual,Yes,2,5-10 Miles,North America,34,Yes
22046,S,F,80000,0,Bachelors,Management,No,1,0-1 Miles,North America,38,Yes
22050,S,M,90000,4,Bachelors,Management,Yes,1,1-2 Miles,North America,38,Yes
22088,M,F,130000,1,Bachelors,Management,Yes,2,0-1 Miles,North America,45,Yes
22118,S,F,70000,3,Graduate Degree,Management,Yes,2,5-10 Miles,North America,53,Yes
22155,M,M,20000,2,Partial High School,Clerical,Yes,2,5-10 Miles,Pacific,58,No
22174,M,M,30000,3,High School,Skilled Manual,Yes,2,5-10 Miles,Pacific,54,Yes
22175,M,F,30000,3,High School,Skilled Manual,Yes,2,5-10 Miles,Pacific,53,Yes
22204,M,M,110000,4,Bachelors,Management,Yes,3,2-5 Miles,Pacific,48,No
22219,M,F,60000,2,High School,Professional,Yes,2,5-10 Miles,North America,49,No
22219,M,F,60000,2,High School,Professional,Yes,2,5-10 Miles,North America,49,No
22220,M,M,60000,2,High School,Professional,No,2,1-2 Miles,North America,49,Yes
22221,M,M,60000,2,High School,Professional,No,2,1-2 Miles,North America,48,Yes
22252,S,F,60000,1,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,36,Yes
22294,S,F,70000,0,Bachelors,Professional,No,1,2-5 Miles,North America,37,Yes
22330,M,M,50000,0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,32,Yes
22381,M,M,10000,1,Graduate Degree,Manual,Yes,0,0-1 Miles,Europe,44,No
22439,M,F,30000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,37,Yes
22496,M,F,30000,1,Bachelors,Skilled Manual,Yes,2,0-1 Miles,Europe,42,No
22527,S,F,20000,0,High School,Manual,No,1,2-5 Miles,Europe,29,No
22538,S,F,10000,0,Partial High School,Manual,Yes,2,1-2 Miles,Europe,33,No
22610,M,M,30000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,35,Yes
22634,S,F,40000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,38,Yes
22672,S,F,30000,2,Partial College,Clerical,Yes,0,0-1 Miles,Europe,43,No
22707,S,F,30000,0,Partial College,Clerical,No,1,2-5 Miles,Europe,30,No
22719,S,M,110000,3,Bachelors,Management,Yes,4,2-5 Miles,North America,40,Yes
22821,M,F,130000,3,Partial College,Professional,Yes,4,0-1 Miles,Europe,52,No
22830,M,M,120000,4,Partial College,Management,Yes,3,10+ Miles,Europe,56,No
22918,S,M,80000,5,Graduate Degree,Management,Yes,3,0-1 Miles,Pacific,50,No
22971,S,F,30000,0,High School,Skilled Manual,No,2,0-1 Miles,North America,25,Yes
22974,M,F,30000,2,Partial College,Clerical,Yes,2,5-10 Miles,Pacific,69,No
22976,S,M,40000,0,High School,Skilled Manual,No,2,0-1 Miles,North America,28,Yes
22994,M,F,80000,0,Bachelors,Management,Yes,1,1-2 Miles,North America,34,Yes
23041,S,F,70000,4,High School,Professional,Yes,0,5-10 Miles,North America,50,Yes
23144,M,M,50000,1,Bachelors,Skilled Manual,Yes,0,0-1 Miles,North America,34,Yes
23158,M,F,60000,1,Graduate Degree,Professional,No,0,0-1 Miles,North America,35,Yes
23195,S,M,50000,3,Bachelors,Skilled Manual,Yes,2,2-5 Miles,North America,41,Yes
23217,S,F,60000,3,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,43,Yes
23358,M,M,60000,0,High School,Professional,Yes,2,5-10 Miles,North America,32,Yes
23376,M,M,70000,1,Bachelors,Professional,Yes,1,2-5 Miles,North America,44,Yes
23378,M,M,70000,1,Partial College,Skilled Manual,Yes,1,2-5 Miles,North America,44,Yes
23419,S,F,70000,5,Bachelors,Professional,Yes,3,10+ Miles,Pacific,39,No
23426,S,M,80000,5,Graduate Degree,Management,Yes,3,0-1 Miles,Pacific,40,No
23479,S,M,90000,0,Partial College,Professional,No,2,0-1 Miles,North America,43,Yes
23586,M,F,80000,0,Bachelors,Management,Yes,1,1-2 Miles,North America,34,Yes
23586,M,F,80000,0,Bachelors,Management,Yes,1,1-2 Miles,North America,34,Yes
23627,S,F,100000,3,Partial College,Management,No,4,5-10 Miles,Europe,56,No
23668,M,F,40000,4,High School,Professional,Yes,2,5-10 Miles,North America,59,Yes
23707,S,M,70000,5,Bachelors,Management,Yes,3,10+ Miles,North America,60,Yes
23818,M,F,50000,0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,33,Yes
23882,S,F,80000,3,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,37,Yes
23915,M,M,20000,2,High School,Manual,Yes,2,0-1 Miles,Europe,42,No
23962,M,F,10000,0,Partial High School,Manual,Yes,2,1-2 Miles,Europe,32,No
23963,M,M,10000,0,Partial High School,Manual,No,2,0-1 Miles,Europe,33,No
23979,S,M,10000,2,Partial College,Manual,No,0,0-1 Miles,Europe,50,No
24093,S,F,80000,0,Graduate Degree,Skilled Manual,No,0,0-1 Miles,Europe,40,Yes
24107,M,M,30000,3,Partial College,Clerical,Yes,1,0-1 Miles,Europe,43,No
24119,S,M,30000,0,Partial College,Clerical,No,1,2-5 Miles,Europe,29,No
24149,M,M,10000,2,Partial College,Manual,Yes,0,1-2 Miles,Europe,49,No
24151,S,M,20000,1,Bachelors,Clerical,No,0,0-1 Miles,Europe,51,No
24185,S,F,10000,1,High School,Manual,No,1,1-2 Miles,Europe,45,No
24279,S,M,40000,2,Partial College,Skilled Manual,No,2,1-2 Miles,Pacific,52,No
24305,S,M,100000,1,Bachelors,Management,No,3,0-1 Miles,Pacific,46,Yes
24324,S,F,60000,4,Bachelors,Skilled Manual,Yes,2,2-5 Miles,North America,41,Yes
24357,M,M,80000,3,Bachelors,Professional,Yes,1,2-5 Miles,North America,48,Yes
24357,M,M,80000,3,Bachelors,Professional,Yes,1,2-5 Miles,North America,48,Yes
24369,M,M,80000,5,Graduate Degree,Management,No,2,0-1 Miles,Pacific,39,No
24433,M,M,70000,3,High School,Professional,No,1,1-2 Miles,North America,52,Yes
24496,S,F,40000,0,High School,Skilled Manual,No,2,0-1 Miles,North America,28,Yes
24584,S,M,60000,0,Bachelors,Professional,No,3,2-5 Miles,Pacific,31,No
24738,M,F,40000,1,Partial College,Clerical,Yes,1,1-2 Miles,North America,51,Yes
24738,M,F,40000,1,Partial College,Clerical,Yes,1,1-2 Miles,North America,51,Yes
24801,S,M,60000,1,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,35,Yes
24842,S,F,90000,3,High School,Professional,No,1,2-5 Miles,Europe,51,No
24857,M,F,130000,3,High School,Professional,Yes,4,0-1 Miles,Europe,52,No
24871,S,F,90000,4,High School,Management,No,3,5-10 Miles,Europe,56,No
24898,S,F,80000,0,Bachelors,Professional,Yes,3,10+ Miles,Pacific,32,No
24901,S,M,110000,0,Partial College,Management,No,3,10+ Miles,Pacific,32,Yes
24955,S,M,30000,5,Partial High School,Skilled Manual,Yes,3,10+ Miles,North America,60,Yes
24958,S,F,40000,5,High School,Professional,No,3,2-5 Miles,North America,60,Yes
24979,M,F,60000,2,Partial College,Professional,Yes,2,2-5 Miles,North America,57,Yes
24981,M,M,60000,2,Partial College,Professional,Yes,2,10+ Miles,North America,56,No
25026,M,M,20000,2,Partial High School,Clerical,Yes,3,5-10 Miles,Pacific,54,No
25058,M,M,100000,1,Bachelors,Management,Yes,3,2-5 Miles,Pacific,47,No
25065,M,M,70000,2,Partial High School,Skilled Manual,Yes,2,5-10 Miles,North America,48,No
25074,M,F,70000,4,Bachelors,Professional,Yes,2,2-5 Miles,North America,42,Yes
25074,M,F,70000,4,Bachelors,Professional,Yes,2,2-5 Miles,North America,42,Yes
25184,S,M,110000,1,Partial College,Professional,Yes,4,5-10 Miles,North America,45,Yes
25241,M,M,90000,2,Bachelors,Professional,Yes,1,5-10 Miles,Pacific,47,No
25266,S,F,30000,2,Partial College,Clerical,No,2,5-10 Miles,Pacific,67,No
25307,M,F,40000,1,Bachelors,Skilled Manual,Yes,1,1-2 Miles,Europe,32,Yes
25313,S,M,10000,0,Partial High School,Manual,No,2,1-2 Miles,Europe,35,No
25394,M,M,60000,1,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,34,Yes
25405,M,M,70000,2,Bachelors,Skilled Manual,Yes,1,2-5 Miles,North America,38,Yes
25405,M,M,70000,2,Bachelors,Skilled Manual,Yes,1,2-5 Miles,North America,38,Yes
25419,S,M,50000,2,Bachelors,Skilled Manual,No,1,0-1 Miles,North America,38,Yes
25512,S,M,20000,0,High School,Manual,No,1,2-5 Miles,Europe,30,No
25529,S,M,10000,1,Graduate Degree,Manual,Yes,0,0-1 Miles,Europe,44,No
25665,S,F,20000,0,High School,Manual,No,1,1-2 Miles,Europe,28,No
25681,S,F,30000,0,Partial College,Clerical,No,1,2-5 Miles,Europe,31,Yes
25792,S,F,110000,3,Bachelors,Management,Yes,4,10+ Miles,Europe,53,No
25872,S,F,70000,2,Bachelors,Management,No,1,2-5 Miles,North America,58,Yes
25886,M,F,60000,2,Partial College,Professional,Yes,2,2-5 Miles,North America,56,Yes
25906,S,F,10000,5,High School,Skilled Manual,No,2,1-2 Miles,Pacific,62,No
25909,M,M,60000,0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,27,Yes
25923,S,M,10000,2,Partial High School,Clerical,Yes,2,5-10 Miles,Pacific,58,No
25943,S,F,70000,0,Partial College,Skilled Manual,No,2,0-1 Miles,North America,27,Yes
25970,S,F,60000,4,Bachelors,Skilled Manual,No,2,0-1 Miles,North America,41,Yes
26012,M,M,80000,1,Partial College,Skilled Manual,Yes,1,2-5 Miles,North America,48,Yes
26032,M,F,70000,5,Bachelors,Professional,Yes,4,10+ Miles,Pacific,41,No
26139,S,M,60000,1,Partial College,Skilled Manual,Yes,1,5-10 Miles,Pacific,45,No
26238,S,F,40000,3,Partial College,Clerical,Yes,1,1-2 Miles,North America,31,Yes
26298,M,F,50000,1,Bachelors,Skilled Manual,Yes,0,2-5 Miles,North America,34,Yes
26305,S,F,60000,2,Bachelors,Skilled Manual,No,0,0-1 Miles,North America,36,Yes
26327,M,M,70000,4,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,36,Yes
26385,S,M,120000,3,High School,Professional,No,4,5-10 Miles,Europe,50,No
26412,M,F,80000,5,High School,Management,No,3,5-10 Miles,Europe,56,No
26415,M,F,90000,4,Partial High School,Skilled Manual,Yes,4,10+ Miles,Europe,58,No
26490,S,M,70000,2,Bachelors,Management,No,1,2-5 Miles,North America,59,Yes
26575,S,F,40000,0,High School,Skilled Manual,No,2,1-2 Miles,North America,31,Yes
26582,M,M,60000,0,Partial College,Skilled Manual,Yes,2,5-10 Miles,North America,33,Yes
26625,S,F,60000,0,Graduate Degree,Professional,Yes,1,2-5 Miles,North America,38,Yes
26651,S,M,80000,4,Graduate Degree,Management,Yes,0,0-1 Miles,Pacific,36,Yes
26728,S,M,70000,3,Graduate Degree,Management,No,2,1-2 Miles,North America,53,Yes
26765,S,F,70000,5,Partial College,Skilled Manual,Yes,2,5-10 Miles,Pacific,45,No
26849,M,M,10000,3,Partial High School,Manual,Yes,2,0-1 Miles,Europe,43,No
26852,M,F,20000,3,High School,Manual,Yes,2,0-1 Miles,Europe,43,No
26863,S,M,20000,0,High School,Manual,No,1,2-5 Miles,Europe,28,No
26879,S,F,20000,0,High School,Manual,No,1,2-5 Miles,Europe,30,No
26984,M,M,40000,1,Bachelors,Skilled Manual,Yes,1,0-1 Miles,Europe,32,Yes
27074,M,F,70000,1,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,35,Yes
27090,M,F,60000,1,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,37,Yes
27165,S,M,20000,0,Partial High School,Manual,No,2,0-1 Miles,Europe,34,No
27169,S,M,30000,0,High School,Manual,Yes,1,2-5 Miles,Europe,34,Yes
27184,S,M,40000,2,Partial College,Clerical,No,1,0-1 Miles,Europe,34,No
27261,M,M,40000,1,Bachelors,Skilled Manual,No,1,0-1 Miles,North America,36,Yes
27273,S,M,70000,3,Graduate Degree,Professional,No,0,0-1 Miles,North America,35,Yes
27279,S,F,70000,2,Bachelors,Skilled Manual,Yes,0,2-5 Miles,North America,38,Yes
27304,S,F,110000,2,Partial College,Professional,No,3,5-10 Miles,Europe,48,No
27540,S,F,70000,0,Bachelors,Professional,No,1,0-1 Miles,North America,37,Yes
27582,S,F,90000,2,Bachelors,Professional,No,0,0-1 Miles,Pacific,36,Yes
27585,M,F,90000,2,Bachelors,Professional,No,0,0-1 Miles,Pacific,36,Yes
27638,S,M,100000,1,Partial College,Professional,No,3,1-2 Miles,North America,44,No
27650,M,M,70000,4,High School,Professional,Yes,0,5-10 Miles,North America,51,No
27673,S,F,60000,3,Graduate Degree,Management,Yes,2,5-10 Miles,North America,53,Yes
27803,S,F,30000,2,Partial College,Clerical,No,0,0-1 Miles,Europe,43,No
27814,S,F,30000,3,Partial College,Clerical,No,1,0-1 Miles,Europe,26,No
27824,S,F,30000,3,Partial College,Clerical,Yes,2,0-1 Miles,Europe,28,Yes
27832,S,F,30000,0,Partial College,Clerical,No,1,2-5 Miles,Europe,30,No
27835,M,M,20000,0,Partial High School,Manual,Yes,2,0-1 Miles,Europe,32,No
27941,M,F,80000,4,Partial College,Professional,Yes,2,2-5 Miles,Europe,53,No
28031,S,F,70000,2,Bachelors,Management,No,1,2-5 Miles,North America,59,Yes
28066,M,M,80000,2,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,37,Yes
28068,S,F,80000,3,Graduate Degree,Professional,No,0,0-1 Miles,North America,36,Yes
28323,S,M,70000,0,Bachelors,Professional,No,2,5-10 Miles,Pacific,43,Yes
28379,M,M,30000,1,Bachelors,Skilled Manual,Yes,2,0-1 Miles,Europe,40,No
28380,S,F,10000,5,Partial High School,Manual,No,2,0-1 Miles,Europe,41,No
28412,S,M,20000,0,High School,Manual,No,1,2-5 Miles,Europe,29,No
28468,M,F,10000,2,Partial College,Manual,Yes,0,1-2 Miles,Europe,51,No
28488,S,M,20000,0,Partial College,Manual,Yes,0,0-1 Miles,Pacific,28,Yes
28521,S,M,40000,0,Graduate Degree,Clerical,No,0,0-1 Miles,Europe,36,Yes
28564,S,F,40000,2,Partial College,Clerical,Yes,0,1-2 Miles,Europe,33,Yes
28580,M,F,80000,0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,40,Yes
28657,S,M,60000,2,Bachelors,Skilled Manual,Yes,0,2-5 Miles,North America,36,Yes
28667,S,M,70000,2,Bachelors,Skilled Manual,No,1,0-1 Miles,North America,37,Yes
28799,S,F,40000,2,Partial College,Clerical,No,1,1-2 Miles,North America,47,Yes
28906,M,M,80000,4,High School,Professional,Yes,2,10+ Miles,Europe,54,No
28915,S,M,80000,5,High School,Management,Yes,3,10+ Miles,Europe,57,No
28918,M,F,130000,4,High School,Management,No,4,10+ Miles,Europe,58,No
28997,S,M,40000,2,High School,Professional,No,1,2-5 Miles,North America,58,Yes
29048,S,M,110000,2,Bachelors,Management,No,3,0-1 Miles,North America,37,Yes
29106,S,M,40000,0,High School,Skilled Manual,No,2,1-2 Miles,North America,31,Yes
29117,S,M,100000,1,Bachelors,Management,No,3,0-1 Miles,Pacific,48,No
29120,S,F,100000,1,Bachelors,Management,Yes,4,2-5 Miles,Pacific,48,No
29132,S,F,40000,0,Bachelors,Professional,Yes,1,2-5 Miles,North America,42,Yes
29143,S,F,60000,1,Bachelors,Professional,No,1,0-1 Miles,North America,44,Yes
29237,S,F,120000,4,Partial College,Professional,Yes,3,5-10 Miles,North America,43,Yes
29255,S,M,80000,3,Partial College,Professional,No,1,1-2 Miles,North America,51,Yes
29301,M,M,80000,5,Bachelors,Professional,Yes,4,1-2 Miles,Pacific,40,No
29337,S,M,30000,2,Partial College,Clerical,Yes,2,5-10 Miles,Pacific,68,No
29424,M,M,10000,0,Partial High School,Manual,Yes,2,0-1 Miles,Europe,32,No
29447,S,F,10000,2,Bachelors,Clerical,No,1,2-5 Miles,Europe,68,No
